date,trial_number,total_popularity,total_time,planned_rides,optimal_rides,time_schedule
2023-09-28,135,8019,682,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 2, 1]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 2]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,136,8017,730,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 2, 0, 4, 2, 4, 3, 6, 7, 3, 1]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 2, 0, 4, 2, 4, 3, 6, 7]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 675]"
2023-09-28,137,8012,691,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 2, 4, 0, 2, 1, 1]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 2, 4, 0, 2, 1]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,138,7546,704,"[4, 3, 7, 2, 4, 3, 3, 6, 4, 3, 0, 3, 2, 5, 3, 6, 7, 4]","[4, 3, 7, 2, 4, 3, 3, 6, 4, 3, 0, 3, 2, 5, 3, 6]","[0, 30, 105, 180, 240, 315, 375, 435, 480, 540, 555, 570, 585, 615, 630, 645]"
2023-09-28,139,8011,682,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 3, 0, 2, 2]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 3, 0, 2, 2]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,140,7969,689,"[6, 4, 3, 5, 3, 3, 3, 7, 1, 2, 4, 4, 5, 0, 5, 5, 4, 3]","[6, 4, 3, 5, 3, 3, 3, 7, 1, 2, 4, 4, 5, 0, 5, 5, 4]","[0, 45, 120, 195, 255, 315, 375, 435, 510, 540, 555, 570, 585, 615, 630, 645, 675]"
2023-09-28,141,8011,682,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 3, 0, 2, 2, 0]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 3, 0, 2, 2]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,142,7575,693,"[7, 6, 4, 3, 2, 4, 7, 5, 3, 0, 3, 4, 0, 2, 3, 4, 4, 0]","[7, 6, 4, 3, 2, 4, 7, 5, 3, 0, 3, 4, 0, 2, 3, 4]","[0, 60, 120, 195, 270, 330, 405, 480, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,143,8018,678,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3, 1]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,144,8024,736,"[4, 2, 6, 2, 5, 4, 3, 6, 4, 3, 0, 4, 2, 4, 3, 6, 7, 4, 1]","[4, 2, 6, 2, 5, 4, 3, 6, 4, 3, 0, 4, 2, 4, 3, 6, 7]","[0, 30, 90, 165, 225, 285, 345, 405, 465, 525, 540, 570, 585, 600, 615, 630, 675]"
2023-09-28,145,8051,716,"[4, 2, 6, 2, 5, 4, 3, 6, 4, 3, 0, 4, 2, 4, 4, 4, 7, 5, 1]","[4, 2, 6, 2, 5, 4, 3, 6, 4, 3, 0, 4, 2, 4, 4, 4, 7]","[0, 30, 90, 165, 225, 285, 345, 405, 465, 525, 540, 570, 585, 600, 615, 630, 660]"
2023-09-28,146,8043,711,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 4, 7, 5]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 4, 7]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 660]"
2023-09-28,147,8018,678,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,148,7986,696,"[4, 7, 6, 6, 4, 6, 2, 4, 1, 2, 5, 2, 1, 4, 5, 4, 3, 5, 1]","[4, 7, 6, 6, 4, 6, 2, 4, 1, 2, 5, 2, 1, 4, 5, 4, 3]","[0, 30, 90, 150, 225, 285, 345, 420, 465, 540, 555, 585, 600, 615, 630, 660, 675]"
2023-09-28,149,7955,721,"[7, 6, 5, 3, 2, 4, 6, 5, 2, 0, 2, 4, 1, 2, 2, 5, 6, 0]","[7, 6, 5, 3, 2, 4, 6, 5, 2, 0, 2, 4, 1, 2, 2, 5, 6]","[0, 60, 120, 180, 270, 330, 405, 465, 525, 540, 555, 570, 585, 615, 630, 660, 675]"
2023-09-28,150,8015,705,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7, 6, 1]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 645]"
2023-09-28,151,8018,678,"[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3]","[6, 5, 4, 4, 1, 4, 6, 5, 7, 0, 4, 4, 3, 4, 0, 2, 3]","[0, 45, 75, 135, 195, 285, 345, 390, 450, 525, 555, 570, 585, 600, 615, 645, 660]"
2023-09-28,152,8015,705,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7, 6, 7]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 645]"
2023-09-28,153,8015,705,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7, 6, 1]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 7]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 645]"
2023-09-28,154,8004,697,"[5, 3, 6, 3, 3, 7, 1, 2, 1, 3, 3, 1, 3, 2, 4, 4, 4, 7]","[5, 3, 6, 3, 3, 7, 1, 2, 1, 3, 3, 1, 3, 2, 4, 4, 4]","[0, 30, 90, 165, 240, 300, 375, 465, 525, 540, 555, 585, 600, 615, 630, 660, 675]"
2023-09-28,155,8025,693,"[5, 3, 7, 3, 3, 7, 2, 2, 1, 3, 2, 4, 4, 2, 5, 4, 4, 7, 5]","[5, 3, 7, 3, 3, 7, 2, 2, 1, 3, 2, 4, 4, 2, 5, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 585, 600, 615, 630, 660, 675]"
2023-09-28,156,8482,738,"[5, 3, 6, 3, 3, 7, 2, 2, 1, 3, 2, 0, 4, 2, 5, 4, 4, 7, 5]","[5, 3, 6, 3, 3, 7, 2, 2, 1, 3, 2, 0, 4, 2, 5, 4, 4, 7]","[0, 30, 90, 165, 240, 300, 375, 435, 510, 525, 540, 555, 585, 600, 615, 630, 660, 675]"
2023-09-28,157,8029,690,"[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 5, 4, 4, 6, 5]","[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 5, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,158,8057,691,"[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 4, 4, 4, 5, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,159,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 5, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,160,8057,691,"[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 2, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,161,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,162,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,163,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,164,8454,694,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 1, 5, 6]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 1, 5]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,165,8462,689,"[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 2, 5, 6]","[4, 2, 6, 2, 5, 3, 3, 6, 4, 3, 0, 4, 2, 4, 4, 5, 2, 5]","[0, 30, 90, 165, 225, 285, 345, 420, 480, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,166,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,167,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,168,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,169,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,170,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,171,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,172,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,173,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,174,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,175,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,176,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,177,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,178,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,179,8048,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,180,8047,693,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 3, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 3]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,181,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,182,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,183,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,184,8020,692,"[1, 6, 7, 2, 4, 5, 4, 4, 2, 0, 2, 0, 2, 0, 3, 4, 5, 7, 4, 0]","[1, 6, 7, 2, 4, 5, 4, 4, 2, 0, 2, 0, 2, 0, 3, 4, 5]","[0, 90, 150, 225, 285, 345, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,185,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,186,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,187,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 1]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,188,8049,691,"[5, 3, 7, 2, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4, 3, 5, 3]","[5, 3, 7, 2, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 3, 4, 4]","[0, 30, 90, 180, 255, 315, 390, 465, 525, 540, 555, 570, 600, 615, 630, 645, 675]"
2023-09-28,189,8055,693,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 3, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,190,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 4, 5, 1]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,191,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,192,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,193,8046,695,"[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 4, 0]","[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 90, 150, 225, 300, 375, 420, 480, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,194,8046,695,"[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 4, 0]","[1, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 90, 150, 225, 300, 375, 420, 480, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,195,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 3]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,196,8056,692,"[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 2]","[5, 3, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 270, 330, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,197,8054,695,"[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 7, 3, 0]","[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 75, 120, 210, 285, 345, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,198,8054,695,"[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4, 6, 3, 0]","[2, 6, 7, 3, 4, 5, 4, 4, 2, 0, 2, 0, 3, 0, 3, 4, 4]","[0, 75, 120, 210, 285, 345, 405, 465, 525, 540, 555, 570, 600, 615, 630, 660, 675]"
2023-09-28,199,8057,696,"[5, 2, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4, 3, 5, 1]","[5, 2, 7, 3, 3, 7, 2, 2, 3, 3, 2, 0, 4, 2, 4, 4, 4]","[0, 30, 90, 180, 255, 315, 405, 465, 525, 540, 555, 585, 600, 615, 630, 660, 675]"
